"Membre du Sénat
(nom, prénom)";Circonscription d'élection;"Travaux du Sénat concernés 
par le déport";Durée;Date de la déclaration  ;Date du déport
;;;;;
Primas Sophie;Yvelines;"Lecture des conclusions de la commission mixte paritaire 
sur le projet de loi de programmation de la recherche 
pour les années 2020 à 2030";1 jour;16/11/2020;20/11/2020
